policy,req_valid,req_ready,be_ready,be_valid,be_done,occ_flat
1,0,1,1,0,1,1
1,1,1,0,1,1,0
1,0,1,0,0,0,0
1,0,1,1,0,0,0
1,0,1,1,0,0,0
1,0,1,0,0,1,0
1,1,1,1,1,1,0
1,0,1,0,0,1,0
1,1,0,0,0,0,0
1,0,1,1,0,0,0
1,1,1,0,1,1,0
1,0,1,1,0,0,0
1,1,1,0,1,0,0
1,1,1,0,1,0,0
1,0,0,0,0,1,1
1,0,1,1,0,1,0
1,1,1,0,0,0,0
1,1,1,1,1,1,0
1,1,1,0,0,0,1
1,0,1,1,0,0,1
1,0,1,1,0,1,1
1,0,1,0,0,1,1
1,0,0,0,0,1,0
1,0,1,1,0,1,0
1,1,1,0,1,0,0
1,1,1,1,0,0,0
1,0,1,0,0,0,0
1,1,1,0,1,1,0
1,1,1,1,1,0,0
1,1,1,1,1,0,0
1,0,1,1,0,1,1
1,0,1,0,0,0,1
1,0,0,0,0,1,0
1,0,1,1,0,0,0
1,1,1,1,0,1,0
1,1,1,0,1,0,1
1,0,1,1,0,1,1
1,1,1,1,0,0,0
1,1,0,0,0,0,0
1,0,1,1,0,1,0
1,1,1,1,0,0,0
1,0,0,0,0,1,1
1,1,1,1,1,1,1
1,0,1,0,0,0,0
1,1,1,1,0,1,0
1,0,0,0,0,0,1
1,1,1,1,1,1,1
1,1,1,1,1,0,1
1,1,1,1,0,0,0
1,1,0,0,0,1,0
1,1,1,1,1,0,0
1,1,1,0,1,1,1
1,1,1,0,0,0,1
1,0,0,0,0,0,1
1,1,1,1,1,1,0
1,0,1,1,0,1,1
1,1,1,0,0,0,0
1,1,1,0,0,0,0
1,1,1,0,1,1,1
1,0,0,0,0,1,0
1,1,0,0,0,0,0
1,0,0,0,0,0,0
1,0,1,1,0,0,0
1,1,1,0,1,0,0
1,1,1,0,0,1,1
1,0,1,0,0,0,0
1,0,1,1,0,1,0
1,1,1,1,0,1,0
1,1,0,0,0,0,0
1,0,0,0,0,1,0
1,1,1,1,1,1,0
1,1,1,0,1,0,1
1,1,1,1,1,0,0
1,0,1,0,0,0,0
1,1,1,0,1,1,0
1,0,1,0,0,0,1
1,0,1,1,0,0,1
1,0,1,1,0,1,0
1,0,1,0,0,1,0
1,0,1,1,0,0,0
1,1,1,1,0,1,0
1,0,1,1,0,0,0
1,1,1,0,1,0,0
1,1,1,1,1,1,0
1,1,1,1,1,1,0
1,1,1,1,1,0,0
1,1,1,0,1,0,0
1,1,1,1,1,0,0
1,1,1,0,0,1,0
1,0,1,1,0,0,0
1,0,1,0,0,1,0
1,0,1,0,0,0,0
1,1,1,0,0,0,0
1,1,1,1,1,1,0
1,0,1,1,0,0,0
1,1,1,1,0,0,0
1,1,1,0,0,1,0
1,0,1,0,0,1,1
1,0,1,0,0,0,1
1,1,1,1,1,0,1
1,0,1,0,0,1,1
1,1,1,1,0,0,0
1,0,1,0,0,0,1
1,0,1,0,0,0,0
1,0,1,0,0,0,0
1,0,1,1,0,1,0
1,0,0,0,0,1,0
1,1,1,1,1,0,0
1,0,1,0,0,0,1
1,0,1,0,0,1,1
1,1,1,1,0,1,0
1,1,1,0,1,0,0
1,0,1,0,0,0,0
1,1,1,1,0,1,0
1,0,1,0,0,0,0
1,0,0,0,0,0,0
1,1,1,1,1,1,0
1,0,1,0,0,1,0
1,0,1,1,0,0,0
1,0,1,1,0,0,0
1,0,1,0,0,0,0
1,1,1,1,1,0,0
1,1,1,1,1,1,1
1,0,1,0,0,0,0
1,1,1,1,1,1,0
1,0,1,1,0,1,0
1,0,1,0,0,0,0
1,0,0,0,0,1,0
1,0,1,1,0,0,0
1,0,1,0,0,1,0
1,1,1,1,1,1,0
1,1,1,0,1,0,0
1,1,1,0,0,1,0
1,1,1,0,1,0,0
1,1,1,1,1,0,1
1,0,1,1,0,0,1
1,0,1,0,0,1,1
1,1,1,1,0,1,1
1,1,1,0,0,1,1
1,0,1,0,0,0,0
1,1,1,1,1,0,0
1,1,1,0,1,0,1
1,0,1,1,0,0,1
1,0,1,0,0,1,1
1,1,1,1,1,0,1
1,0,1,1,0,1,0
1,1,1,1,0,0,0
1,0,1,0,0,0,0
1,1,1,0,0,1,0
1,0,1,1,0,0,0
1,0,1,0,0,0,0
1,1,1,1,1,1,0
1,0,1,0,0,0,1
1,0,1,0,0,1,0
1,1,1,1,1,0,0
1,1,1,0,1,0,0
1,1,1,0,1,1,1
1,0,1,1,0,1,1
1,1,1,0,1,0,0
1,0,1,0,0,1,1
1,0,1,1,0,1,0
1,0,1,0,0,0,0
1,1,1,1,1,0,0
1,1,1,0,0,1,1
1,1,1,1,1,1,1
1,0,1,0,0,0,0
1,0,1,0,0,0,0
1,0,1,0,0,1,0
1,1,1,1,1,1,0
1,1,1,0,1,1,1
1,1,1,0,0,0,1
1,1,1,1,1,0,1
1,1,1,0,1,1,1
1,0,1,0,0,1,1
1,0,1,1,0,0,0
1,0,1,0,0,0,0
1,0,1,1,0,1,0
1,1,1,0,1,0,0
1,0,1,0,0,0,0
1,0,1,0,0,0,0
1,0,1,0,0,1,0
1,1,1,1,0,0,0
1,1,1,0,1,1,1
1,1,1,0,0,0,1
1,0,1,1,0,0,1
1,0,1,0,0,0,1
1,1,1,1,1,1,1
1,0,1,0,0,0,1
1,1,1,1,1,1,0
1,1,1,1,1,1,0
1,1,0,0,0,0,0
1,0,1,1,0,1,0
1,1,0,0,0,1,0
1,0,1,1,0,1,0
1,0,1,0,0,0,0
1,0,1,1,0,1,0
1,0,0,0,0,0,0
1,1,1,1,1,1,0
1,0,1,0,0,1,1
1,0,1,1,0,0,1
1,1,1,0,1,1,0
1,1,1,1,1,1,1
1,1,1,0,1,0,1
1,0,1,1,0,1,1
1,0,1,0,0,1,1
1,1,1,0,1,1,0
1,0,0,0,0,1,0
1,0,1,1,0,0,0
1,1,1,1,1,1,0
1,0,1,0,0,0,0
1,1,1,0,1,0,0
1,0,0,0,0,1,1
1,0,1,1,0,1,1
1,0,1,0,0,1,0
1,1,1,0,0,0,0
1,0,1,1,0,0,1
1,0,1,1,0,1,1
1,0,1,0,0,1,0
1,1,1,1,0,0,0
1,1,1,1,1,1,1
1,1,1,0,0,0,1
1,1,1,1,0,0,1
1,1,0,0,0,1,1
1,0,1,1,0,1,0
1,1,1,1,1,0,0
1,1,1,0,1,1,0
1,0,1,0,0,0,0
1,0,1,0,0,1,0
1,0,1,1,0,1,0
1,1,1,1,1,0,0
1,0,1,0,0,0,0
1,0,1,0,0,0,0
1,1,1,0,1,0,0
1,0,1,1,0,1,0
1,1,1,1,0,1,0
1,0,0,0,0,0,0
1,0,1,1,0,0,0
1,1,1,1,1,1,0
1,0,1,0,0,1,1
1,0,1,0,0,0,1
1,0,1,1,0,0,0
1,0,1,0,0,0,0
1,1,1,1,1,1,0
1,1,1,1,1,0,1
1,1,1,1,1,1,1
1,0,1,0,0,0,0
1,1,1,1,1,0,0
1,1,1,1,1,0,0
1,1,1,0,0,1,1
1,1,1,0,1,0,1
1,0,1,0,0,0,1
1,0,1,1,0,1,1
1,1,1,0,0,1,0
1,0,1,1,0,1,0
1,1,0,0,0,0,0
1,1,1,1,1,1,0
1,1,1,1,0,0,0
1,0,1,0,0,0,0
1,1,1,1,1,1,0
1,0,1,0,0,0,0
1,0,1,1,0,1,0
1,1,1,1,0,0,0
1,1,1,0,0,0,1
1,0,1,1,0,0,1
1,0,0,0,0,0,0
1,0,1,1,0,1,0
1,1,1,0,1,1,0
1,0,1,0,0,0,1
1,0,1,1,0,0,1
1,1,1,0,1,1,0
1,0,1,0,0,1,0
1,0,1,1,0,1,0
1,1,1,0,1,1,0
1,1,1,0,0,0,0
1,1,0,0,0,1,0
1,0,1,1,0,0,0
1,0,0,0,0,0,0
1,1,1,1,1,1,0
1,1,1,0,1,1,0
1,1,1,0,1,0,0
1,0,1,1,0,1,1
1,0,1,0,0,1,0
1,1,1,0,1,0,0
1,0,1,1,0,0,0
1,1,0,0,0,0,0
1,0,0,0,0,1,0
1,1,0,0,0,0,0
1,1,0,0,0,1,0
1,1,1,1,1,0,0
1,0,1,0,0,1,0
1,0,1,1,0,0,0
1,1,1,1,1,0,0
1,1,1,1,0,0,1
1,0,1,0,0,1,1
1,1,1,0,1,0,0
1,0,1,1,0,1,1
1,0,1,0,0,0,0
1,1,1,1,1,1,0
1,0,1,0,0,1,1
1,0,1,0,0,0,0
1,1,1,0,1,0,0
1,1,0,0,0,0,1
1,0,1,1,0,1,1
1,0,1,1,0,1,1
1,1,1,0,0,0,0
1,0,1,0,0,1,1
1,0,1,1,0,0,0
1,0,1,0,0,0,0
1,0,1,0,0,1,0
1,1,1,0,0,0,0
1,1,1,1,0,0,0
1,1,1,0,1,1,1
1,1,1,0,0,0,1
1,0,1,1,0,1,0
1,0,1,1,0,0,0
1,1,1,1,1,0,0
1,0,1,0,0,1,1
1,1,1,0,1,0,0
1,1,0,0,0,1,1
1,1,1,1,1,0,1
1,1,1,0,0,1,1
1,0,1,1,0,0,1
1,0,1,1,0,1,1
1,1,0,0,0,1,0
1,1,1,1,1,0,0
1,0,1,1,0,1,0
1,0,1,0,0,0,0
1,1,1,0,0,1,0
1,1,1,1,0,0,0
1,1,1,1,1,1,1
1,1,0,0,0,0,1
1,1,1,1,1,0,1
1,1,1,1,1,0,1
1,1,1,0,0,1,1
1,1,0,0,0,1,0
1,0,1,1,0,0,0
1,1,1,0,0,0,0
1,0,0,0,0,1,0
1,0,1,1,0,1,0
1,1,1,1,0,0,0
1,0,1,0,0,1,1
1,1,1,1,0,0,0
1,1,1,0,1,1,0
1,1,0,0,0,0,1
1,0,1,1,0,1,1
1,0,1,1,0,0,1
1,0,1,0,0,1,0
1,1,1,1,1,0,0
1,0,1,1,0,1,0
1,1,1,1,1,0,0
1,0,1,0,0,0,0
1,0,1,1,0,1,0
1,1,1,1,0,0,0
1,0,1,0,0,0,0
1,1,0,0,0,1,0
1,1,1,1,1,1,0
1,1,0,0,0,1,0
1,1,1,1,1,0,0
1,1,0,0,0,0,0
1,1,1,1,1,1,0
1,0,1,1,0,0,1
1,0,1,0,0,0,0
1,0,1,1,0,1,0
1,0,1,1,0,1,0
1,0,1,0,0,1,0
1,1,1,1,1,0,0
1,1,1,1,1,1,0
1,1,1,0,1,0,0
1,0,1,0,0,0,1
1,0,1,0,0,1,0
1,0,1,1,0,1,0
1,0,1,0,0,1,0
1,1,1,1,1,0,0
1,1,1,1,1,1,1
1,1,1,0,0,0,1
1,1,1,1,1,0,1
1,1,1,0,1,0,1
1,1,1,0,0,0,1
1,0,1,1,0,1,1
1,1,1,1,1,0,0
1,1,1,1,1,1,0
1,0,0,0,0,0,0
1,1,1,1,1,1,0
1,0,1,1,0,0,0
1,1,1,0,1,1,0
1,1,0,0,0,0,1
1,0,1,1,0,1,1
1,1,0,0,0,1,0
1,1,1,1,1,0,0
1,1,1,1,1,1,0
1,0,1,0,0,0,0
1,1,1,1,1,0,0
1,0,1,0,0,1,1
1,0,1,1,0,1,1
1,1,1,1,1,1,0
1,0,1,0,0,0,0
1,0,1,1,0,0,0
1,1,1,1,0,1,0
1,0,1,0,0,0,0
1,0,0,0,0,0,0
1,1,1,1,1,1,0
1,0,1,1,0,1,0
1,1,1,0,1,0,0
1,0,0,0,0,0,1
1,0,1,1,0,1,1
1,1,1,1,0,0,1
1,0,0,0,0,1,1
1,1,0,0,0,0,1
1,0,1,1,0,1,1
1,0,0,0,0,0,0
1,1,1,1,1,1,0
1,0,1,1,0,1,1
1,1,1,0,1,0,0
1,1,1,1,1,1,0
1,0,0,0,0,1,1
1,1,1,1,1,0,1
1,0,1,1,0,0,1
1,1,1,0,1,1,1
1,0,0,0,0,1,0
1,0,1,1,0,0,0
1,0,0,0,0,0,0
1,1,1,1,1,1,0
1,1,1,1,1,1,0
1,0,1,1,0,1,0
1,0,1,1,0,0,0
1,1,1,0,0,1,0
1,0,1,1,0,1,1
1,1,1,1,1,0,1
1,1,1,0,0,1,1
1,0,0,0,0,0,0
1,0,1,1,0,0,0
1,1,1,1,1,1,0
1,1,1,1,0,0,0
1,1,1,0,1,0,0
1,0,1,1,0,1,0
1,1,1,0,1,0,0
1,1,1,1,1,1,1
1,1,1,0,1,0,1
1,0,1,0,0,0,1
1,1,1,1,0,0,0
1,0,1,1,0,1,0
1,0,1,1,0,1,0
1,0,1,0,0,0,0
1,1,1,1,1,1,0
1,1,1,0,1,0,0
1,0,1,1,0,1,1
1,0,1,1,0,0,1
1,1,0,0,0,1,0
1,1,1,1,1,0,0
1,0,1,0,0,1,1
1,1,1,1,1,0,0
1,1,1,1,1,1,0
1,0,1,1,0,1,1
1,1,1,0,0,1,0
1,1,1,0,0,0,0
1,0,1,1,0,0,1
1,0,1,0,0,1,0
1,1,1,0,1,0,0
1,1,0,0,0,1,0
1,1,1,1,1,0,0
1,1,1,1,1,1,1
1,0,1,0,0,0,1
1,0,1,0,0,1,0
1,1,1,1,1,0,0
1,1,1,1,1,1,1
1,1,1,1,1,0,1
1,0,0,0,0,1,1
1,0,1,1,0,0,0
1,0,1,1,0,1,0
1,0,1,0,0,0,0
1,0,1,1,0,1,0
1,0,1,1,0,0,0
1,0,1,1,0,0,0
1,0,1,0,0,1,0
1,1,1,0,0,0,0
1,1,1,1,1,1,1
1,1,1,0,0,1,0
1,0,1,1,0,0,0
1,1,1,0,1,0,0
1,1,1,0,1,0,0
1,0,1,0,0,1,1
1,0,0,0,0,1,0
1,0,1,1,0,0,0
1,1,1,1,1,1,0
1,0,1,0,0,0,0
1,0,1,1,0,1,0
1,1,1,1,1,0,0
1,1,1,0,1,1,0
1,0,1,1,0,0,1
1,1,1,0,0,0,0
1,0,1,1,0,0,1
1,1,1,0,1,0,1
1,0,1,0,0,0,1
1,0,1,1,0,0,0
1,0,1,0,0,1,0
1,0,1,0,0,1,0
1,0,1,1,0,0,0
1,1,0,0,0,1,0
1,1,1,1,1,0,0
1,0,1,1,0,1,1
1,1,1,0,1,1,1
1,0,1,1,0,0,1
1,1,1,1,1,0,1
1,0,1,0,0,1,1
1,1,1,1,1,0,0
1,0,1,1,0,1,1
1,1,0,0,0,1,1
1,1,1,1,1,0,0
1,1,1,0,1,1,0
1,0,0,0,0,0,0
1,0,1,1,0,1,0
1,0,1,0,0,0,0
1,1,0,0,0,1,0
1,0,1,1,0,0,0
1,1,1,1,0,1,0
1,1,1,0,0,1,1
1,0,1,1,0,0,1
1,0,1,0,0,1,1
1,1,1,1,1,0,1
1,1,1,1,0,1,1
1,1,1,1,0,1,0
1,0,1,0,0,1,0
1,1,1,0,1,1,0
1,1,1,1,1,0,0
1,0,1,0,0,0,0
1,0,0,0,0,0,0
1,1,1,1,1,1,0
1,0,1,1,0,1,1
1,1,1,0,0,0,0
1,0,1,0,0,1,1
1,0,1,1,0,1,0
1,0,1,1,0,0,0
1,0,1,0,0,1,0
1,1,1,1,1,1,0
1,1,1,1,1,0,0
1,1,1,1,0,1,1
1,0,1,1,0,1,1
1,1,1,0,1,0,1
1,1,1,0,1,1,1
1,1,1,1,0,0,1
1,1,1,1,0,1,1
1,0,0,0,0,0,0
1,1,1,1,1,1,0
1,1,1,0,1,0,1
1,0,1,1,0,0,0
1,1,1,1,0,1,0
1,0,1,0,0,0,0
1,1,1,0,1,1,0
1,1,1,0,0,0,1
1,1,1,1,1,0,0
1,1,1,0,0,1,0
1,0,1,1,0,0,1
1,1,1,1,0,1,1
1,1,1,0,1,0,1
1,1,1,1,0,0,1
1,0,1,1,0,0,1
1,1,1,0,1,1,1
1,0,1,1,0,0,0
1,1,1,0,0,0,0
1,1,1,1,0,1,1
1,1,1,1,1,1,0
1,0,1,0,0,0,0
1,0,1,1,0,1,0
1,0,1,1,0,0,0
1,0,1,1,0,1,0
1,0,1,0,0,1,0
1,0,1,0,0,1,0
1,1,0,0,0,0,0
1,0,1,1,0,1,0
1,1,1,0,1,0,0
1,1,1,0,0,1,1
1,1,1,1,1,1,0
1,1,1,0,0,0,0
1,0,1,1,0,0,0
1,0,1,0,0,0,0
1,1,0,0,0,1,0
1,0,1,1,0,1,0
1,1,1,0,1,0,0
1,0,1,1,0,1,0
1,1,1,1,0,1,0
1,0,0,0,0,0,0
1,0,1,1,0,0,0
1,1,1,0,0,0,0
1,0,1,1,0,0,0
1,1,1,0,0,1,0
1,1,1,1,1,1,0
1,0,1,0,0,1,0
1,0,1,0,0,0,0
1,1,1,0,1,0,0
1,0,1,1,0,1,1
1,0,1,0,0,0,1
1,0,1,1,0,1,0
1,1,1,1,1,0,0
1,0,1,1,0,1,1
1,0,1,0,0,0,0
1,1,1,0,0,1,0
1,0,1,1,0,1,0
1,1,1,1,1,0,0
1,1,1,0,0,0,0
1,0,1,1,0,1,1
1,1,1,0,1,1,0
1,0,1,1,0,0,0
1,1,1,0,0,1,0
1,1,1,0,1,0,1
1,0,1,1,0,1,1
1,1,1,0,0,0,0
1,1,1,0,1,1,1
1,1,1,0,0,1,0
1,0,1,1,0,0,0
1,1,1,0,0,1,0
1,0,1,1,0,1,0
1,0,1,0,0,0,0
1,0,1,1,0,0,0
1,1,1,0,0,1,0
1,1,1,1,1,0,1
1,0,1,0,0,0,0
1,1,1,1,1,0,0
1,0,1,0,0,1,1
1,1,1,1,1,1,1
1,1,1,1,0,1,1
1,1,1,0,1,0,0
1,1,1,0,0,1,1
1,0,1,1,0,1,1
1,0,1,0,0,0,1
1,0,1,1,0,1,1
1,0,1,1,0,0,0
1,1,0,0,0,1,0
1,0,1,1,0,0,0
1,1,1,0,0,1,0
1,0,1,1,0,0,0
1,0,1,1,0,1,0
1,1,1,0,1,1,0
1,0,1,0,0,1,1
1,0,1,1,0,1,1
1,1,1,0,0,1,0
1,1,0,0,0,0,0
1,0,0,0,0,1,0
1,0,1,1,0,1,0
1,0,1,1,0,0,0
1,1,1,1,1,1,0
1,1,1,0,1,0,0
1,0,1,1,0,1,1
1,0,1,0,0,0,1
1,0,1,0,0,1,0
1,0,1,0,0,1,0
1,0,0,0,0,0,0
1,0,1,1,0,0,0
1,0,1,1,0,0,0
1,1,0,0,0,1,0
1,0,1,1,0,0,0
1,0,1,1,0,1,0
1,1,1,1,1,0,0
1,0,1,0,0,1,1
1,1,0,0,0,0,1
1,0,1,1,0,1,1
1,1,1,1,1,0,0
1,0,1,1,0,0,1
1,0,1,1,0,1,1
1,1,1,0,1,0,0
1,1,1,0,0,1,0
1,0,1,1,0,0,0
1,1,0,0,0,0,0
1,1,1,1,1,1,0
1,1,1,1,1,0,1
1,1,1,0,0,0,1
1,0,0,0,0,1,1
1,1,1,1,1,0,0
1,1,1,1,0,0,1
1,1,1,0,0,1,1
1,1,1,0,1,0,0
1,0,1,1,0,1,1
1,1,1,1,1,0,0
1,1,1,1,1,1,1
1,0,1,0,0,1,1
1,0,1,1,0,0,0
1,0,1,0,0,0,0
1,0,1,0,0,1,0
1,0,1,1,0,0,0
1,1,1,1,1,1,0
1,0,1,0,0,1,1
1,1,1,1,1,0,1
1,0,1,1,0,0,1
1,0,1,0,0,1,1
1,0,1,1,0,0,1
1,0,1,0,0,1,1
1,1,1,1,1,0,0
1,1,1,1,0,0,0
1,1,1,0,1,1,1
1,1,1,1,0,0,0
1,0,1,0,0,0,0
1,0,1,0,0,1,0
1,0,1,0,0,0,0
1,1,1,1,1,1,0
1,1,1,1,0,1,1
1,0,1,0,0,1,1
1,1,1,0,1,0,0
1,0,1,1,0,1,1
1,0,1,1,0,1,1
1,1,1,0,0,0,0
1,1,1,1,1,1,0
1,0,1,1,0,0,0
1,1,1,0,1,1,0
1,1,1,0,0,0,0
1,1,1,1,0,1,0
1,0,1,0,0,1,1
1,1,1,1,0,0,0
1,1,1,1,1,0,1
1,1,1,0,1,0,1
1,1,1,1,1,1,1
1,0,1,0,0,0,0
1,0,1,1,0,1,0
1,0,1,0,0,0,0
1,0,0,0,0,0,0
1,0,1,1,0,0,0
1,0,1,0,0,1,0
1,0,0,0,0,0,0
1,1,0,0,0,0,0
1,1,1,1,1,1,0
1,1,1,1,1,1,0
1,1,1,0,1,0,1
1,1,1,1,1,0,1
1,1,1,0,0,1,1
1,1,1,1,1,1,0
1,1,1,0,0,0,0
1,1,1,1,1,0,0
1,0,1,0,0,0,0
1,1,1,1,1,1,0
1,1,1,1,0,1,1
1,0,1,0,0,1,0
1,0,1,1,0,0,0
1,0,1,0,0,1,0
1,0,1,1,0,0,0
1,1,1,1,1,1,0
1,0,1,1,0,0,0
1,0,0,0,0,1,0
1,1,1,1,1,1,0
1,1,0,0,0,0,1
1,1,1,1,1,1,1
1,1,1,1,1,0,0
1,1,0,0,0,1,0
1,1,1,1,1,0,0
1,1,1,1,1,0,0
1,1,1,0,0,1,1
1,0,1,0,0,0,0
1,1,1,1,0,1,0
1,0,1,0,0,1,1
1,0,1,1,0,0,0
1,0,1,0,0,0,0
1,0,1,1,0,1,0
1,0,1,0,0,1,0
1,0,1,0,0,0,0
1,1,1,1,0,1,0
1,1,1,1,1,1,0
1,0,1,0,0,0,0
1,0,1,1,0,1,0
1,0,1,1,0,0,0
1,1,1,0,0,1,0
1,1,1,1,1,1,0
1,0,1,0,0,0,0
1,1,0,0,0,0,0
1,0,1,1,0,1,0
1,0,1,0,0,0,0
1,0,1,0,0,1,0
1,1,1,1,1,0,0
1,0,0,0,0,0,1
1,1,1,1,1,0,1
1,1,1,1,1,0,0
1,1,1,0,1,1,0
1,0,1,1,0,0,0
1,1,1,0,1,0,0
1,1,1,1,1,0,0
1,1,1,0,1,1,0
1,0,1,0,0,1,1
1,0,1,1,0,0,1
1,0,1,1,0,1,1
1,1,1,1,0,1,0
1,1,1,0,0,0,0
1,1,1,0,1,0,1
1,0,1,0,0,0,1
1,0,1,1,0,1,1
1,0,1,1,0,1,0
1,0,1,0,0,0,0
1,1,1,1,1,1,0
1,0,1,1,0,1,0
1,1,1,0,1,1,0
1,0,1,1,0,0,0
1,0,1,1,0,1,0
1,0,1,0,0,0,0
1,0,1,1,0,1,0
1,0,0,0,0,1,0
1,1,1,1,1,0,0
1,1,1,0,1,0,0
1,0,1,1,0,1,1
1,0,1,0,0,1,1
1,1,1,0,0,0,0
1,0,1,1,0,0,0
1,1,1,1,1,1,0
1,0,1,0,0,0,0
1,1,1,1,1,1,0
1,1,1,1,1,0,1
1,0,1,0,0,1,1
1,0,1,1,0,1,0
1,1,1,1,0,0,0
1,0,1,0,0,1,0
1,0,1,1,0,0,0
1,1,1,0,1,0,0
1,1,1,1,1,1,1
1,1,1,1,0,0,0
1,0,1,1,0,1,1
1,0,1,1,0,0,0
1,0,1,0,0,0,0
1,1,1,1,1,0,0
1,1,1,0,1,1,1
1,1,1,1,0,1,0
1,1,1,0,0,0,0
1,1,0,0,0,1,1
1,0,1,1,0,1,0
1,1,1,0,1,0,0
1,1,1,1,1,1,1
1,0,1,1,0,0,1
1,1,1,1,1,1,1
1,1,1,0,1,0,0
1,0,1,0,0,1,1
1,0,1,1,0,0,1
1,1,1,0,1,1,0
1,0,1,0,0,1,0
1,0,0,0,0,0,0
1,1,1,1,1,0,0
1,0,1,0,0,1,0
1,0,0,0,0,1,0
1,0,1,1,0,0,0
1,0,1,1,0,1,0
1,1,1,0,1,1,0
1,0,1,0,0,0,1
1,1,1,1,1,0,1
1,1,0,0,0,1,1
1,0,0,0,0,1,0
1,1,1,1,1,0,0
1,1,1,1,1,1,0
1,0,1,0,0,0,1
1,1,1,0,0,0,1
1,0,1,1,0,1,0
1,1,1,0,1,0,0
1,0,1,1,0,0,0
1,1,1,0,1,1,0
1,0,1,1,0,1,0
1,1,1,1,1,0,0
1,0,1,0,0,1,1
1,1,1,1,0,0,0
1,0,1,1,0,0,0
1,1,1,0,1,0,0
1,0,1,0,0,1,1
1,0,1,0,0,0,1
1,0,1,1,0,1,0
1,1,1,0,0,0,0
1,1,1,0,0,1,0
1,1,1,1,1,1,1
1,1,1,0,1,0,1
1,0,1,0,0,1,1
1,1,1,1,0,1,1
1,0,1,1,0,0,0
1,1,0,0,0,1,0
1,0,1,1,0,0,0
1,1,1,0,1,0,0
1,1,0,0,0,1,0
1,0,1,1,0,0,0
1,1,0,0,0,1,0
1,0,1,1,0,0,0
1,1,0,0,0,0,0
1,1,1,1,1,1,0
1,1,1,0,0,0,0
1,1,1,1,1,1,0
1,1,1,1,1,0,0
1,0,1,1,0,0,0
1,1,1,0,1,0,0
1,0,1,1,0,1,1
1,1,1,0,1,0,0
1,0,1,1,0,1,1
1,1,1,0,1,1,1
1,0,1,0,0,0,0
1,0,0,0,0,1,0
1,0,1,1,0,0,0
1,0,1,0,0,0,0
1,0,1,1,0,1,0
1,1,1,0,1,1,0
1,1,1,0,0,1,0
1,0,1,0,0,0,1
1,1,1,1,1,0,1
1,1,1,0,1,0,1
1,0,1,1,0,1,1
1,0,1,0,0,1,1
1,1,1,1,1,0,0
1,0,1,0,0,0,1
1,1,1,0,1,1,1
1,1,1,0,1,1,1
1,0,1,1,0,0,0
1,0,1,0,0,1,0
1,0,1,1,0,0,0
1,0,1,0,0,1,0
1,0,1,0,0,0,0
1,1,1,1,1,1,0
1,0,0,0,0,1,0
1,0,1,1,0,0,0
1,1,1,0,1,0,0
1,1,1,0,1,1,1
1,0,1,1,0,0,1
1,0,0,0,0,1,0
1,0,1,1,0,0,0
1,1,1,0,0,1,0
1,1,1,1,1,0,1
1,0,1,1,0,1,1
1,1,1,0,0,0,0
1,1,1,1,1,1,0
1,0,0,0,0,0,0
1,1,1,1,1,0,0
1,1,1,0,1,0,1
1,1,1,0,1,1,1
1,0,1,1,0,0,1
1,1,1,1,1,1,1
1,0,0,0,0,1,1
1,0,1,1,0,0,0
1,1,1,0,1,0,0
1,0,1,1,0,1,0
1,0,1,1,0,0,0
1,0,1,0,0,0,0
1,0,0,0,0,1,0
1,0,1,1,0,0,0
1,0,1,1,0,1,0
1,0,1,0,0,0,0
1,0,1,0,0,0,0
1,0,1,0,0,1,0
1,0,1,1,0,0,0
1,0,0,0,0,1,0
1,1,1,1,1,1,0
1,0,1,1,0,0,0
1,1,1,0,1,0,0
1,1,1,1,0,0,0
1,0,1,1,0,1,0
1,0,1,1,0,1,0
1,0,1,0,0,0,0
1,0,1,1,0,0,0
1,0,1,0,0,1,0
1,1,1,1,1,1,0
1,0,1,1,0,1,1
1,1,1,1,0,0,0
1,1,0,0,0,0,1
1,1,1,1,1,1,0
1,0,1,1,0,0,0
1,0,1,1,0,0,0
1,0,1,0,0,1,0
1,1,0,0,0,0,0
1,0,1,1,0,0,0
1,0,1,1,0,0,0
1,0,1,0,0,0,0
1,1,1,0,0,1,0
1,1,1,0,0,0,0
1,0,1,1,0,0,1
1,0,0,0,0,0,0
1,0,1,1,0,0,0
1,0,1,0,0,0,0
1,1,1,1,1,1,0
1,0,1,0,0,1,0
1,0,1,1,0,0,0
1,0,1,1,0,1,0
1,0,1,0,0,1,0
1,0,1,1,0,1,0
1,1,1,1,1,0,0
1,1,1,1,1,1,1
1,1,1,0,0,0,0
1,1,1,1,0,0,0
1,1,1,0,1,0,0
1,1,1,0,0,1,1
1,1,1,1,1,0,0
1,1,1,1,1,0,1
1,0,1,1,0,1,1
1,1,1,0,0,0,0
1,1,1,1,1,1,1
1,0,1,1,0,1,1
1,1,1,0,1,1,0
1,0,1,1,0,1,0
1,0,1,0,0,0,0
1,1,1,1,0,0,0
1,0,1,0,0,1,0
1,0,1,1,0,0,0
1,1,1,0,1,1,0
1,0,0,0,0,0,0
1,0,1,1,0,0,0
1,0,1,1,0,0,0
1,0,1,0,0,1,0
1,1,1,1,1,1,0
1,0,1,0,0,0,0
1,1,1,1,1,1,0
1,1,1,0,1,1,1
1,1,1,0,1,0,0
1,1,1,0,1,1,1
1,0,1,1,0,0,1
1,1,1,1,0,1,0
